latitude,longitude,nb_overlap,nb_overlap_1000,nb_overlap_500,nb_overlap_200,latitude_ap,longitude_ap,id_p
41.523295,-87.546798,2250,124,61,24,41.506358,-87.586868,35_9
41.522229,-87.535556,2257,436,345,92,41.502711,-87.597624,123_17
41.524344,-87.440253,2643,794,101,28,41.524517,-87.43247600000001,72_22
41.503569,-87.595442,2643,915,740,192,41.520121,-87.55274100000001,22_117
41.525237,-87.4092,605,368,203,64,41.52151,-87.401232,59_159
41.516588,-87.388059,739,242,164,38,41.522279,-87.394053,181_6
41.524358,-87.42549600000001,2250,496,67,26,41.52349100000001,-87.47561900000001,9_67
41.479205,-88.05747799999999,2250,496,67,26,41.484714,-88.054828,9_67
41.48295,-88.030028,3644,522,370,282,41.481563,-88.05467800000001,35_1
41.521851,-87.53062299999999,1758,285,236,41,41.48649,-87.58553,48_108
41.521667,-87.409443,685,408,272,201,41.521747,-87.40948700000001,191_169
41.519783,-87.40070599999999,2129,225,118,61,41.523027,-87.44955599999999,185_58
41.478418000000005,-88.06193499999999,428,388,188,68,41.477883,-88.065918,21_112
41.48445,-88.046415,2020,963,507,87,41.484889,-88.05458899999999,45_112
41.517442,-87.390478,2257,436,345,92,41.520812,-87.390681,123_17
41.51881,-87.383915,429,305,91,28,41.511559,-87.387899,125_181
41.506657,-87.584348,2201,296,180,42,41.533715,-87.472876,71_124
41.525507,-87.410736,2769,2559,1471,909,41.525538,-87.40885700000001,68_123
41.522983,-87.45351500000001,2161,176,92,37,41.523029,-87.451161,112_63
41.519402,-87.55308000000001,3644,522,370,282,41.525036,-87.38808800000001,35_1
41.486075,-88.03098200000001,2042,908,330,61,41.486198,-88.019879,55_58
41.505281,-87.590807,2056,1327,1199,931,41.505918,-87.58909,60_58
41.478448,-88.061317,777,777,777,777,41.478448,-88.061317,174_86
41.523015,-87.452344,2056,1327,1199,931,41.524513,-87.48540999999999,60_58
41.52535700000001,-87.418924,2889,1999,581,206,41.524507,-87.42884400000001,112_73
41.52353,-87.38812,1168,425,318,117,41.51739499999999,-87.39003699999999,199_62
41.52623,-87.387646,2129,225,118,61,41.523275000000005,-87.394077,185_58
41.506974,-87.568819,2265,524,353,220,41.485668,-88.02268099999999,22_17
41.47792999999999,-88.064599,2201,297,117,19,41.524227,-87.483493,71_49
41.520141,-87.390576,543,214,134,60,41.511232,-87.388159,69_181
41.523079,-87.547215,2250,124,61,24,41.49947,-88.00901099999999,35_9
41.525179,-87.413023,2358,238,197,89,41.525228,-87.38865799999999,54_30
41.515436,-87.556769,2198,425,67,25,41.524184,-87.482011,116_45
41.524539,-87.427142,2161,176,92,37,41.521749,-87.39316600000001,112_63
